produto_id,nome_produto,categoria,data_venda,quantidade,preco_unitario,total_venda,Venda
P001,Tablet,Eletrônicos,2023-06-08,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-06-08,4,3500,14000.0,2023-04346
P002,Tablet,Eletrônicos,2023-06-08,4,3500,,
P005,Tablet,Acessórios,2023-06-08,3,100,300.0,
P001,Tablet,Eletrônicos,2023-06-08,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-06-08,5,3500,,
P004,Tablet,Acessórios,2023-06-08,5,50,250.0,2023-04351
P005,Tablet,Acessórios,2023-06-09,5,100,500.0,
P005,Tablet,Acessórios,,5,100,500.0,2023-04353
P001,Tablet,Eletrônicos,2023-06-09,2,2000,4000.0,2023-04354
P002,Tablet,Eletrônicos,,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-06-09,4,2000,8000.0,
P004,Tablet,Acessórios,2023-06-09,5,50,250.0,
P002,Tablet,Eletrônicos,2023-06-09,3,3500,10500.0,
P004,Tablet,Acessórios,2023-06-09,5,50,,
P003,Tablet,Eletrônicos,2023-06-09,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-06-09,1,3500,3500.0,2023-04361
P001,Tablet,Eletrônicos,2023-06-09,4,2000,8000.0,
P005,Tablet,Acessórios,2023-06-09,1,100,100.0,
P004,Tablet,Acessórios,2023-06-09,2,50,100.0,2023-04364
P001,Tablet,Eletrônicos,2023-06-09,1,2000,2000.0,2023-04365
P001,Tablet,Eletrônicos,2023-06-09,5,2000,10000.0,2023-04366
P005,Tablet,Acessórios,2023-06-09,4,100,400.0,
P003,Tablet,Eletrônicos,2023-06-09,1,1500,1500.0,2023-04368
P004,Tablet,Acessórios,2023-06-09,4,50,200.0,
P001,Tablet,Eletrônicos,2023-06-09,3,2000,6000.0,
P002,Tablet,Eletrônicos,2023-06-09,1,3500,3500.0,
P002,Tablet,Eletrônicos,2023-06-09,2,3500,7000.0,2023-04372
P002,Tablet,Eletrônicos,2023-06-09,-3,3500,10500.0,
P002,Tablet,Eletrônicos,,4,3500,,2023-04374
P002,Tablet,Eletrônicos,,5,3500,17500.0,
P004,Tablet,Acessórios,2023-06-10,1,50,50.0,
P002,Tablet,Eletrônicos,2023-06-10,1,3500,3500.0,
P005,Tablet,Acessórios,2023-06-10,5,100,500.0,
P005,Tablet,Acessórios,2023-06-10,1,100,100.0,
P004,Tablet,Acessórios,2023-06-10,2,50,100.0,
P003,Tablet,Eletrônicos,2023-06-10,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-06-10,4,1500,6000.0,
P004,Tablet,Acessórios,2023-06-10,2,50,100.0,
P004,Tablet,Acessórios,2023-06-10,1,50,50.0,
P004,Tablet,Acessórios,2023-06-10,4,50,200.0,
P002,Tablet,Eletrônicos,2023-06-10,4,3500,14000.0,
P004,Tablet,Acessórios,2023-06-10,1,50,50.0,
P003,Tablet,Eletrônicos,2023-06-10,2,1500,3000.0,
P001,Tablet,Eletrônicos,2023-06-10,1,2000,,
P003,Tablet,Eletrônicos,2023-06-10,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-06-10,4,3500,14000.0,2023-04391
P005,Tablet,Acessórios,,1,100,100.0,
P004,Tablet,Acessórios,2023-06-10,4,50,200.0,
P002,Tablet,Eletrônicos,2023-06-10,1,3500,3500.0,
P005,Tablet,Acessórios,2023-06-10,5,100,500.0,
P002,Tablet,Eletrônicos,2023-06-10,2,3500,7000.0,2023-04396
P002,Tablet,Eletrônicos,2023-06-10,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-06-10,1,2000,2000.0,
P004,Tablet,Acessórios,2023-06-10,3,50,150.0,
P005,Tablet,Acessórios,,5,100,500.0,
P001,Tablet,Eletrônicos,2023-06-11,4,2000,,
P002,Tablet,Eletrônicos,2023-06-11,3,3500,10500.0,
P005,Tablet,Acessórios,2023-06-11,1,100,,2023-04403
P004,Tablet,Acessórios,2023-06-11,5,50,250.0,2023-04404
P004,Tablet,Acessórios,2023-06-11,1,50,50.0,2023-04405
P002,Tablet,Eletrônicos,2023-06-11,3,3500,,2023-04406
P004,Tablet,Acessórios,2023-06-11,1,50,50.0,2023-04407
P005,Tablet,Acessórios,2023-06-11,4,100,400.0,
P005,Tablet,Acessórios,,4,100,400.0,
P005,Tablet,Acessórios,2023-06-11,4,100,400.0,2023-04410
P004,Tablet,Acessórios,2023-06-11,2,50,100.0,
P004,Tablet,Acessórios,2023-06-11,3,50,150.0,
P003,Tablet,Eletrônicos,2023-06-11,2,1500,3000.0,
P003,Tablet,Eletrônicos,,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-06-11,4,1500,6000.0,2023-04415
P001,Tablet,Eletrônicos,2023-06-11,2,2000,4000.0,2023-04416
P004,Tablet,Acessórios,2023-06-11,1,50,50.0,2023-04417
P003,Tablet,Eletrônicos,2023-06-11,3,1500,4500.0,2023-04418
P005,Tablet,Acessórios,,4,100,400.0,
P005,Tablet,Acessórios,2023-06-11,4,100,400.0,
P001,Tablet,Eletrônicos,2023-06-11,4,2000,,2023-04421
P002,Tablet,Eletrônicos,2023-06-11,2,3500,7000.0,
P001,Tablet,Eletrônicos,2023-06-11,5,2000,10000.0,2023-04423
P001,Tablet,Eletrônicos,2023-06-11,3,2000,6000.0,2023-04424
P003,Tablet,Eletrônicos,2023-06-12,5,1500,7500.0,2023-04425
P002,Tablet,Eletrônicos,2023-06-12,1,3500,,
P005,Tablet,Acessórios,2023-06-12,1,100,100.0,
P003,Tablet,Eletrônicos,2023-06-12,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-06-12,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-06-12,2,3500,7000.0,
P002,Tablet,Eletrônicos,,2,3500,7000.0,
P001,Tablet,Eletrônicos,2023-06-12,4,2000,8000.0,
P004,Tablet,Acessórios,2023-06-12,4,50,200.0,2023-04433
P001,Tablet,Eletrônicos,2023-06-12,2,2000,4000.0,
P004,Tablet,Acessórios,2023-06-12,2,50,100.0,
P004,Tablet,Acessórios,2023-06-12,1,50,50.0,2023-04436
P001,Tablet,Eletrônicos,2023-06-12,4,2000,8000.0,
P005,Tablet,Acessórios,2023-06-12,3,100,300.0,
P005,Tablet,Acessórios,2023-06-12,4,100,400.0,
P005,Tablet,Acessórios,,3,100,,
P004,Tablet,Acessórios,2023-06-12,2,50,100.0,2023-04441
P001,Tablet,Eletrônicos,2023-06-12,1,2000,2000.0,
P001,Tablet,Eletrônicos,2023-06-12,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-06-12,2,3500,7000.0,2023-04444
P001,Tablet,Eletrônicos,2023-06-13,3,2000,6000.0,
P002,Tablet,Eletrônicos,2023-06-13,4,3500,14000.0,2023-04446
P002,Tablet,Eletrônicos,2023-06-13,3,3500,10500.0,
P003,Tablet,Eletrônicos,2023-06-13,4,1500,6000.0,2023-04448
P005,Tablet,Acessórios,2023-06-13,4,100,400.0,
P001,Tablet,Eletrônicos,2023-06-13,1,2000,2000.0,
P001,Tablet,Eletrônicos,2023-06-13,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-06-13,5,1500,7500.0,2023-04452
P002,Tablet,Eletrônicos,2023-06-13,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-06-13,4,2000,8000.0,
P001,Tablet,Eletrônicos,2023-06-13,2,2000,4000.0,2023-04455
P005,Tablet,Acessórios,2023-06-13,1,100,100.0,
P003,Tablet,Eletrônicos,2023-06-13,5,1500,7500.0,
P003,Tablet,Eletrônicos,,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-06-13,3,2000,6000.0,
P004,Tablet,Acessórios,2023-06-13,5,50,250.0,2023-04460
P003,Tablet,Eletrônicos,2023-06-13,4,1500,6000.0,
P005,Tablet,Acessórios,2023-06-13,2,100,200.0,
P001,Tablet,Eletrônicos,2023-06-13,3,2000,6000.0,2023-04463
P004,Tablet,Acessórios,2023-06-13,1,50,50.0,
P001,Tablet,Eletrônicos,2023-06-13,5,2000,10000.0,
P004,Tablet,Acessórios,2023-06-13,1,50,,
P001,Tablet,Eletrônicos,,3,2000,6000.0,
P002,Tablet,Eletrônicos,2023-06-14,5,3500,17500.0,2023-04468
P003,Tablet,Eletrônicos,2023-06-14,3,1500,4500.0,
P001,Tablet,Eletrônicos,,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-06-14,2,2000,,
P002,Tablet,Eletrônicos,2023-06-14,3,3500,10500.0,2023-04472
P003,Tablet,Eletrônicos,2023-06-14,3,1500,4500.0,2023-04473
P001,Tablet,Eletrônicos,2023-06-14,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-06-14,4,2000,8000.0,2023-04475
P002,Tablet,Eletrônicos,2023-06-14,3,3500,10500.0,2023-04476
P002,Tablet,Eletrônicos,2023-06-14,3,3500,10500.0,
P005,Tablet,Acessórios,2023-06-14,3,100,300.0,
P001,Tablet,Eletrônicos,2023-06-14,4,2000,,
P002,Tablet,Eletrônicos,2023-06-14,-5,3500,17500.0,2023-04480
P002,Tablet,Eletrônicos,2023-06-14,3,3500,10500.0,
P004,Tablet,Acessórios,2023-06-14,4,50,200.0,
P003,Tablet,Eletrônicos,2023-06-14,1,1500,1500.0,2023-04483
P003,Tablet,Eletrônicos,2023-06-14,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-06-14,2,1500,3000.0,2023-04485
P003,Tablet,Eletrônicos,2023-06-14,4,1500,6000.0,2023-04486
P002,Tablet,Eletrônicos,2023-06-14,1,3500,3500.0,2023-04487
P003,Tablet,Eletrônicos,2023-06-14,4,1500,6000.0,
P002,Tablet,Eletrônicos,2023-06-14,5,3500,17500.0,
P002,Tablet,Eletrônicos,2023-06-14,5,3500,17500.0,
P002,Tablet,Eletrônicos,2023-06-14,5,3500,17500.0,
P005,Tablet,Acessórios,2023-06-14,1,100,100.0,
P004,Tablet,Acessórios,2023-06-15,4,50,200.0,2023-04493
P003,Tablet,Eletrônicos,,1,1500,1500.0,2023-04494
P004,Tablet,Acessórios,,2,50,100.0,
P005,Tablet,Acessórios,2023-06-15,2,100,200.0,
P004,Tablet,Acessórios,2023-06-15,5,50,250.0,2023-04497
P005,Tablet,Acessórios,2023-06-15,1,100,,
P004,Tablet,Acessórios,2023-06-15,3,50,150.0,
P002,Tablet,Eletrônicos,2023-06-15,5,3500,17500.0,
P004,Tablet,Acessórios,2023-06-15,5,50,250.0,
P003,Tablet,Eletrônicos,,2,1500,3000.0,
P005,Tablet,Acessórios,2023-06-15,3,100,300.0,
P003,Tablet,Eletrônicos,,2,1500,3000.0,
P004,Tablet,Acessórios,2023-06-15,-2,50,100.0,
P001,Tablet,Eletrônicos,2023-06-15,1,2000,2000.0,2023-04506
P001,Tablet,Eletrônicos,2023-06-15,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-06-15,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-06-15,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-06-15,1,2000,2000.0,
P003,Tablet,Eletrônicos,2023-06-15,2,1500,3000.0,
P003,Tablet,Eletrônicos,2023-06-15,3,1500,4500.0,
P003,Tablet,Eletrônicos,2023-06-15,5,1500,7500.0,2023-04513
P005,Tablet,Acessórios,2023-06-15,3,100,300.0,
P001,Tablet,Eletrônicos,2023-06-15,-2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-06-15,4,2000,8000.0,
P005,Tablet,Acessórios,2023-06-15,4,100,400.0,
P003,Tablet,Eletrônicos,2023-06-15,5,1500,7500.0,
P005,Tablet,Acessórios,2023-06-15,4,100,400.0,
P005,Tablet,Acessórios,2023-06-16,4,100,400.0,
P001,Tablet,Eletrônicos,2023-06-16,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-06-16,1,2000,2000.0,2023-04522
P005,Tablet,Acessórios,2023-06-16,3,100,300.0,2023-04523
P004,Tablet,Acessórios,2023-06-16,3,50,150.0,
P003,Tablet,Eletrônicos,2023-06-16,5,1500,7500.0,2023-04525
P003,Tablet,Eletrônicos,,5,1500,7500.0,
P003,Tablet,Eletrônicos,2023-06-16,5,1500,7500.0,2023-04527
P003,Tablet,Eletrônicos,2023-06-16,5,1500,7500.0,2023-04528
P002,Tablet,Eletrônicos,2023-06-16,5,3500,17500.0,
P004,Tablet,Acessórios,2023-06-16,1,50,50.0,2023-04530
P005,Tablet,Acessórios,2023-06-16,5,100,,
P004,Tablet,Acessórios,2023-06-16,2,50,100.0,2023-04532
P005,Tablet,Acessórios,2023-06-16,4,100,400.0,2023-04533
P005,Tablet,Acessórios,2023-06-16,1,100,100.0,
P005,Tablet,Acessórios,2023-06-16,4,100,400.0,
P002,Tablet,Eletrônicos,2023-06-16,-3,3500,10500.0,
P001,Tablet,Eletrônicos,2023-06-16,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-06-16,2,1500,3000.0,
P001,Tablet,Eletrônicos,2023-06-16,1,2000,2000.0,
P004,Tablet,Acessórios,2023-06-16,5,50,250.0,
P002,Tablet,Eletrônicos,2023-06-16,5,3500,17500.0,
P001,Tablet,Eletrônicos,2023-06-16,5,2000,,
P001,Tablet,Eletrônicos,2023-06-16,2,2000,4000.0,2023-04543
P004,Tablet,Acessórios,2023-06-16,2,50,100.0,2023-04544
P004,Tablet,Acessórios,2023-06-16,5,50,250.0,2023-04545
P003,Tablet,Eletrônicos,2023-06-16,4,1500,6000.0,
P005,Tablet,Acessórios,2023-06-16,5,100,500.0,
P005,Tablet,Acessórios,,4,100,400.0,
P004,Tablet,Acessórios,2023-06-17,2,50,100.0,
P001,Tablet,Eletrônicos,2023-06-17,3,2000,6000.0,2023-04550
P005,Tablet,Acessórios,2023-06-17,3,100,300.0,
P004,Tablet,Acessórios,2023-06-17,1,50,50.0,2023-04552
P001,Tablet,Eletrônicos,2023-06-17,3,2000,,
P002,Tablet,Eletrônicos,2023-06-17,5,3500,17500.0,2023-04554
P005,Tablet,Acessórios,2023-06-17,5,100,,
P001,Tablet,Eletrônicos,2023-06-17,3,2000,6000.0,2023-04556
P002,Tablet,Eletrônicos,2023-06-17,3,3500,,2023-04557
P002,Tablet,Eletrônicos,2023-06-17,3,3500,10500.0,
P002,Tablet,Eletrônicos,2023-06-17,1,3500,3500.0,2023-04559
P002,Tablet,Eletrônicos,2023-06-17,3,3500,10500.0,2023-04560
P005,Tablet,Acessórios,2023-06-17,2,100,200.0,
P003,Tablet,Eletrônicos,2023-06-17,4,1500,6000.0,
P001,Tablet,Eletrônicos,2023-06-17,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-06-17,2,2000,4000.0,2023-04564
P005,Tablet,Acessórios,2023-06-17,1,100,100.0,
P003,Tablet,Eletrônicos,2023-06-17,5,1500,7500.0,2023-04566
P004,Tablet,Acessórios,2023-06-17,5,50,250.0,2023-04567
P001,Tablet,Eletrônicos,2023-06-17,5,2000,10000.0,
P005,Tablet,Acessórios,2023-06-17,1,100,100.0,
P005,Tablet,Acessórios,2023-06-17,3,100,300.0,
P003,Tablet,Eletrônicos,2023-06-17,2,1500,3000.0,
P005,Tablet,Acessórios,2023-06-17,4,100,,
P001,Tablet,Eletrônicos,2023-06-18,4,2000,8000.0,2023-04573
P002,Tablet,Eletrônicos,2023-06-18,3,3500,10500.0,
P004,Tablet,Acessórios,2023-06-18,4,50,200.0,
P004,Tablet,Acessórios,2023-06-18,2,50,100.0,
P004,Tablet,Acessórios,2023-06-18,1,50,50.0,
P001,Tablet,Eletrônicos,,2,2000,4000.0,
P005,Tablet,Acessórios,2023-06-18,2,100,200.0,2023-04579
P004,Tablet,Acessórios,2023-06-18,2,50,100.0,2023-04580
P004,Tablet,Acessórios,2023-06-18,5,50,250.0,
P002,Tablet,Eletrônicos,2023-06-18,1,3500,3500.0,
P002,Tablet,Eletrônicos,2023-06-18,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-06-18,5,1500,7500.0,
P002,Tablet,Eletrônicos,,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-06-18,3,2000,6000.0,
P003,Tablet,Eletrônicos,2023-06-18,1,1500,1500.0,
P003,Tablet,Eletrônicos,2023-06-18,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-06-18,4,3500,14000.0,
P003,Tablet,Eletrônicos,2023-06-18,5,1500,7500.0,
P001,Tablet,Eletrônicos,2023-06-18,4,2000,8000.0,2023-04591
P001,Tablet,Eletrônicos,2023-06-18,4,2000,8000.0,2023-04592
P003,Tablet,Eletrônicos,2023-06-18,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-06-18,5,3500,17500.0,
P004,Tablet,Acessórios,2023-06-18,1,50,50.0,
P004,Tablet,Acessórios,2023-06-18,4,50,200.0,
P001,Tablet,Eletrônicos,2023-06-18,4,2000,8000.0,
P005,Tablet,Acessórios,2023-06-19,1,100,100.0,
P003,Tablet,Eletrônicos,2023-06-19,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-06-19,3,3500,10500.0,2023-04600
P005,Tablet,Acessórios,,1,100,100.0,
P005,Tablet,Acessórios,2023-06-19,2,100,200.0,2023-04602
P005,Tablet,Acessórios,2023-06-19,1,100,100.0,
P005,Tablet,Acessórios,2023-06-19,3,100,300.0,
P002,Tablet,Eletrônicos,2023-06-19,2,3500,7000.0,2023-04605
P003,Tablet,Eletrônicos,2023-06-19,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-06-19,3,2000,6000.0,
P002,Tablet,Eletrônicos,2023-06-19,2,3500,7000.0,
P004,Tablet,Acessórios,2023-06-19,2,50,100.0,2023-04609
P005,Tablet,Acessórios,2023-06-19,1,100,100.0,
P003,Tablet,Eletrônicos,2023-06-19,3,1500,4500.0,2023-04611
P005,Tablet,Acessórios,2023-06-19,5,100,500.0,
P002,Tablet,Eletrônicos,2023-06-19,5,3500,17500.0,
P005,Tablet,Acessórios,2023-06-19,1,100,100.0,2023-04614
P002,Tablet,Eletrônicos,,3,3500,10500.0,
P002,Tablet,Eletrônicos,2023-06-19,5,3500,17500.0,
P005,Tablet,Acessórios,2023-06-19,1,100,100.0,
P001,Tablet,Eletrônicos,2023-06-19,3,2000,6000.0,
P001,Tablet,Eletrônicos,2023-06-19,2,2000,4000.0,
P004,Tablet,Acessórios,2023-06-19,2,50,100.0,
P002,Tablet,Eletrônicos,2023-06-20,3,3500,10500.0,
P005,Tablet,Acessórios,2023-06-20,2,100,200.0,
P004,Tablet,Acessórios,,4,50,200.0,
P005,Tablet,Acessórios,2023-06-20,4,100,400.0,2023-04624
P004,Tablet,Acessórios,2023-06-20,3,50,150.0,2023-04625
P005,Tablet,Acessórios,2023-06-20,5,100,500.0,
P005,Tablet,Acessórios,2023-06-20,4,100,400.0,2023-04627
P005,Tablet,Acessórios,2023-06-20,-2,100,200.0,2023-04628
P003,Tablet,Eletrônicos,2023-06-20,5,1500,7500.0,
P005,Tablet,Acessórios,2023-06-20,5,100,500.0,
P003,Tablet,Eletrônicos,2023-06-20,-1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-06-20,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-06-20,1,2000,2000.0,2023-04633
P004,Tablet,Acessórios,2023-06-20,3,50,150.0,
P003,Tablet,Eletrônicos,2023-06-20,1,1500,1500.0,2023-04635
P005,Tablet,Acessórios,2023-06-20,4,100,400.0,
P002,Tablet,Eletrônicos,2023-06-20,4,3500,14000.0,2023-04637
P001,Tablet,Eletrônicos,2023-06-20,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-06-20,5,3500,17500.0,2023-04639
P001,Tablet,Eletrônicos,2023-06-20,2,2000,4000.0,
P004,Tablet,Acessórios,2023-06-20,4,50,200.0,
P005,Tablet,Acessórios,2023-06-20,4,100,400.0,
P001,Tablet,Eletrônicos,2023-06-20,3,2000,6000.0,
P004,Tablet,Acessórios,2023-06-21,3,50,,
P003,Tablet,Eletrônicos,2023-06-21,5,1500,7500.0,2023-04645
P002,Tablet,Eletrônicos,2023-06-21,2,3500,7000.0,
P005,Tablet,Acessórios,2023-06-21,4,100,400.0,2023-04647
P004,Tablet,Acessórios,2023-06-21,2,50,100.0,2023-04648
P003,Tablet,Eletrônicos,2023-06-21,5,1500,7500.0,
P004,Tablet,Acessórios,2023-06-21,4,50,200.0,2023-04650
P004,Tablet,Acessórios,2023-06-21,2,50,100.0,
P003,Tablet,Eletrônicos,2023-06-21,3,1500,4500.0,
P004,Tablet,Acessórios,2023-06-21,3,50,150.0,
P004,Tablet,Acessórios,2023-06-21,5,50,,2023-04654
P002,Tablet,Eletrônicos,2023-06-21,2,3500,,
P001,Tablet,Eletrônicos,2023-06-21,1,2000,2000.0,2023-04656
P003,Tablet,Eletrônicos,2023-06-21,1,1500,1500.0,
P001,Tablet,Eletrônicos,2023-06-21,1,2000,2000.0,
P002,Tablet,Eletrônicos,2023-06-21,2,3500,7000.0,2023-04659
P004,Tablet,Acessórios,2023-06-21,1,50,50.0,2023-04660
P001,Tablet,Eletrônicos,2023-06-21,4,2000,8000.0,
P005,Tablet,Acessórios,2023-06-21,1,100,100.0,
P002,Tablet,Eletrônicos,2023-06-21,1,3500,3500.0,2023-04663
P003,Tablet,Eletrônicos,2023-06-21,5,1500,7500.0,
P004,Tablet,Acessórios,,3,50,150.0,2023-04665
P003,Tablet,Eletrônicos,2023-06-21,3,1500,4500.0,2023-04666
P005,Tablet,Acessórios,2023-06-21,1,100,,2023-04667
P004,Tablet,Acessórios,2023-06-21,3,50,,
P001,Tablet,Eletrônicos,2023-06-21,4,2000,8000.0,
P003,Tablet,Eletrônicos,2023-06-21,5,1500,7500.0,
P004,Tablet,Acessórios,2023-06-22,3,50,150.0,
P001,Tablet,Eletrônicos,2023-06-22,5,2000,10000.0,
P002,Tablet,Eletrônicos,2023-06-22,3,3500,10500.0,
P002,Tablet,Eletrônicos,2023-06-22,3,3500,10500.0,
P003,Tablet,Eletrônicos,2023-06-22,5,1500,7500.0,
P002,Tablet,Eletrônicos,2023-06-22,3,3500,10500.0,2023-04676
P002,Tablet,Eletrônicos,2023-06-22,1,3500,3500.0,2023-04677
P005,Tablet,Acessórios,2023-06-22,5,100,500.0,
P003,Tablet,Eletrônicos,2023-06-22,2,1500,3000.0,2023-04679
P004,Tablet,Acessórios,2023-06-22,3,50,150.0,2023-04680
P001,Tablet,Eletrônicos,2023-06-22,4,2000,8000.0,
P002,Tablet,Eletrônicos,2023-06-22,3,3500,10500.0,2023-04682
P004,Tablet,Acessórios,,5,50,250.0,2023-04683
P001,Tablet,Eletrônicos,2023-06-22,3,2000,6000.0,2023-04684
P003,Tablet,Eletrônicos,2023-06-22,2,1500,3000.0,
P002,Tablet,Eletrônicos,2023-06-22,1,3500,3500.0,
P004,Tablet,Acessórios,2023-06-22,4,50,200.0,
P002,Tablet,Eletrônicos,2023-06-22,2,3500,7000.0,2023-04688
P001,Tablet,Eletrônicos,2023-06-22,4,2000,,
P004,Tablet,Acessórios,2023-06-22,1,50,50.0,2023-04690
P005,Tablet,Acessórios,2023-06-22,5,100,500.0,
P004,Tablet,Acessórios,2023-06-22,-2,50,100.0,
P005,Tablet,Acessórios,2023-06-22,4,100,400.0,
P003,Tablet,Eletrônicos,2023-06-22,1,1500,1500.0,2023-04694
P002,Tablet,Eletrônicos,2023-06-22,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-06-22,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-06-23,1,3500,3500.0,
P004,Tablet,Acessórios,2023-06-23,3,50,150.0,
P005,Tablet,Acessórios,2023-06-23,5,100,500.0,2023-04699
P001,Tablet,Eletrônicos,2023-06-23,5,2000,10000.0,2023-04700
P005,Tablet,Acessórios,2023-06-23,5,100,500.0,2023-04701
P004,Tablet,Acessórios,2023-06-23,3,50,150.0,2023-04702
P002,Tablet,Eletrônicos,2023-06-23,2,3500,7000.0,
P004,Tablet,Acessórios,2023-06-23,5,50,250.0,
P005,Tablet,Acessórios,2023-06-23,5,100,500.0,2023-04705
P004,Tablet,Acessórios,2023-06-23,4,50,200.0,
P003,Tablet,Eletrônicos,2023-06-23,3,1500,4500.0,
P002,Tablet,Eletrônicos,2023-06-23,1,3500,,
P005,Tablet,Acessórios,2023-06-23,3,100,300.0,
P003,Tablet,Eletrônicos,2023-06-23,2,1500,3000.0,2023-04710
P002,Tablet,Eletrônicos,2023-06-23,3,3500,10500.0,
P003,Tablet,Eletrônicos,2023-06-23,2,1500,,
P005,Tablet,Acessórios,2023-06-23,1,100,100.0,
P004,Tablet,Acessórios,2023-06-23,4,50,200.0,
P003,Tablet,Eletrônicos,2023-06-23,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-06-23,1,3500,3500.0,2023-04716
P001,Tablet,Eletrônicos,2023-06-23,1,2000,2000.0,2023-04717
P004,Tablet,Acessórios,2023-06-23,1,50,50.0,
P003,Tablet,Eletrônicos,2023-06-23,1,1500,1500.0,
P004,Tablet,Acessórios,2023-06-23,1,50,50.0,2023-04720
P003,Tablet,Eletrônicos,2023-06-23,2,1500,3000.0,2023-04721
P004,Tablet,Acessórios,2023-06-23,4,50,200.0,
P001,Tablet,Eletrônicos,2023-06-23,4,2000,8000.0,
P002,Tablet,Eletrônicos,2023-06-23,2,3500,7000.0,
P003,Tablet,Eletrônicos,2023-06-24,1,1500,1500.0,
P002,Tablet,Eletrônicos,2023-06-24,1,3500,3500.0,
P001,Tablet,Eletrônicos,2023-06-24,2,2000,4000.0,
P003,Tablet,Eletrônicos,2023-06-24,3,1500,4500.0,2023-04728
P004,Tablet,Acessórios,2023-06-24,5,50,250.0,2023-04729
P002,Tablet,Eletrônicos,2023-06-24,4,3500,14000.0,
P005,Tablet,Acessórios,2023-06-24,3,100,300.0,
P003,Tablet,Eletrônicos,2023-06-24,2,1500,3000.0,2023-04732
P001,Tablet,Eletrônicos,2023-06-24,2,2000,4000.0,
P002,Tablet,Eletrônicos,2023-06-24,4,3500,14000.0,
P001,Tablet,Eletrônicos,2023-06-24,3,2000,6000.0,
P005,Tablet,Acessórios,,4,100,400.0,
P003,Tablet,Eletrônicos,,2,1500,3000.0,
P004,Tablet,Acessórios,2023-06-24,1,50,50.0,
P001,Tablet,Eletrônicos,2023-06-24,3,2000,6000.0,2023-04739
P001,Tablet,Eletrônicos,2023-06-24,1,2000,2000.0,
P005,Tablet,Acessórios,2023-06-24,4,100,400.0,
P001,Tablet,Eletrônicos,2023-06-24,5,2000,10000.0,
P005,Tablet,Acessórios,2023-06-24,2,100,200.0,2023-04743
P004,Tablet,Acessórios,,1,50,50.0,
P005,Tablet,Acessórios,2023-06-25,1,100,100.0,
P001,Tablet,Eletrônicos,2023-06-25,2,2000,4000.0,
P001,Tablet,Eletrônicos,2023-06-25,3,2000,6000.0,2023-04747
P002,Tablet,Eletrônicos,2023-06-25,3,3500,10500.0,
P004,Tablet,Acessórios,2023-06-25,3,50,150.0,
P004,Tablet,Acessórios,2023-06-25,2,50,100.0,2023-04750
P005,Tablet,Acessórios,2023-06-25,1,100,100.0,
P002,Tablet,Eletrônicos,,5,3500,17500.0,
P002,Tablet,Eletrônicos,2023-06-25,5,3500,17500.0,2023-04753
P001,Tablet,Eletrônicos,2023-06-25,4,2000,,
P005,Tablet,Acessórios,2023-06-25,3,100,300.0,2023-04755
P002,Tablet,Eletrônicos,2023-06-25,1,3500,3500.0,
P003,Tablet,Eletrônicos,2023-06-25,5,1500,7500.0,
P002,Tablet,Eletrônicos,2023-06-25,2,3500,7000.0,2023-04758
P005,Tablet,Acessórios,2023-06-25,3,100,300.0,2023-04759
P001,Tablet,Eletrônicos,2023-06-25,5,2000,10000.0,
P001,Tablet,Eletrônicos,2023-06-25,1,2000,2000.0,
P004,Tablet,Acessórios,2023-06-25,3,50,150.0,
